gene_symbol,n_features,features,n_feature_IDs,n_omes,omes,n_tissues,tissues
Pc,7,TRNSCRPT;KIDNEY;ENSRNOG00000019372|PROT;KIDNEY;NP_036876.2|PROT;LIVER;NP_036876.2|PHOSPHO;LIVER;NP_036876.2_S142s|PHOSPHO;LIVER;NP_036876.2_S19s|PHOSPHO;LIVER;NP_036876.2_S293s|PHOSPHO;WAT-SC;XP_006230751.2_S359s,6,3,"PHOSPHO,PROT,TRNSCRPT",3,"KIDNEY,LIVER,WAT-SC"
Coro1a,4,TRNSCRPT;LUNG;ENSRNOG00000019430|TRNSCRPT;WAT-SC;ENSRNOG00000019430|PROT;HEART;NP_569095.1|PROT;LUNG;NP_569095.1,2,2,"PROT,TRNSCRPT",3,"HEART,LUNG,WAT-SC"
Lmna,5,TRNSCRPT;SKM-GN;ENSRNOG00000019638|TRNSCRPT;WAT-SC;ENSRNOG00000019638|METHYL;WAT-SC;chr2-375709_cluster12|METHYL;LUNG;chr2-375709_cluster7|METHYL;WAT-SC;chr2-375725_cluster1,4,2,"METHYL,TRNSCRPT",3,"LUNG,SKM-GN,WAT-SC"
Col6a3,3,TRNSCRPT;SKM-GN;ENSRNOG00000019648|TRNSCRPT;WAT-SC;ENSRNOG00000019648|PROT;KIDNEY;XP_003754596.1,2,2,"PROT,TRNSCRPT",3,"KIDNEY,SKM-GN,WAT-SC"
Vwf,3,TRNSCRPT;LUNG;ENSRNOG00000019689|PROT;LIVER;NP_446341.1|METHYL;WAT-SC;chr4-316170_cluster2,3,3,"METHYL,PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Matr3,3,TRNSCRPT;KIDNEY;ENSRNOG00000019875|PROT;WAT-SC;NP_062022.2|PHOSPHO;LUNG;NP_062022.2_S745sS760s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"KIDNEY,LUNG,WAT-SC"
Ogdhl,3,TRNSCRPT;WAT-SC;ENSRNOG00000019955|PROT;KIDNEY;NP_001099532.1|PROT;HEART;XP_006252646.1,3,2,"PROT,TRNSCRPT",3,"HEART,KIDNEY,WAT-SC"
Perm1,4,TRNSCRPT;LUNG;ENSRNOG00000020244|PROT;SKM-GN;NP_001101471.1|PROT;HEART;NP_001101471.1|PHOSPHO;SKM-GN;NP_001101471.1_S208s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LUNG,SKM-GN"
Per2,3,TRNSCRPT;HEART;ENSRNOG00000020254|PROT;KIDNEY;NP_113866.1|PHOSPHO;LIVER;NP_113866.1_S758s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,KIDNEY,LIVER"
Lsp1,9,TRNSCRPT;LUNG;ENSRNOG00000020300|PROT;HEART;NP_001020591.1|PROT;LUNG;NP_001020591.1|PROT;WAT-SC;NP_001020591.1|PHOSPHO;HEART;NP_001020591.1_S169s|PHOSPHO;LUNG;NP_001020591.1_S244s|PHOSPHO;LUNG;NP_001020591.1_T236t|PHOSPHO;LUNG;XP_006230877.1_S280s|PHOSPHO;LUNG;XP_006230877.1_T272t,7,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LUNG,WAT-SC"
Slc25a42,4,TRNSCRPT;WAT-SC;ENSRNOG00000020345|PROT;LIVER;NP_001121062.1|ATAC;LUNG;chr16:20961525-20962703|ATAC;LIVER;chr16:20961525-20962703,3,3,"ATAC,PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Hdac4,3,TRNSCRPT;WAT-SC;ENSRNOG00000020372|PHOSPHO;SKM-GN;NP_445901.1_S245s|ATAC;HEART;chr9:99298962-99300443,3,3,"ATAC,PHOSPHO,TRNSCRPT",3,"HEART,SKM-GN,WAT-SC"
Tacc2,7,TRNSCRPT;LUNG;ENSRNOG00000020457|PHOSPHO;SKM-GN;NP_001004415.1_S15s|PHOSPHO;WAT-SC;NP_001004415.1_S2116s|PHOSPHO;SKM-GN;NP_001004415.1_S761s|PHOSPHO;SKM-GN;XP_017444710.1_S130s|PHOSPHO;WAT-SC;XP_017444710.1_S2223s|PHOSPHO;SKM-GN;XP_017444710.1_S876s,7,2,"PHOSPHO,TRNSCRPT",3,"LUNG,SKM-GN,WAT-SC"
Kcnq1,3,TRNSCRPT;KIDNEY;ENSRNOG00000020532|PHOSPHO;HEART;NP_114462.1_S468s|ATAC;SKM-GN;chr1:216571285-216571533,3,3,"ATAC,PHOSPHO,TRNSCRPT",3,"HEART,KIDNEY,SKM-GN"
Hrc,5,TRNSCRPT;HEART;ENSRNOG00000020719|PHOSPHO;HEART;NP_852034.1_S565sS580s|PHOSPHO;SKM-GN;NP_852034.1_S662sT666tY674y|PHOSPHO;HEART;NP_852034.1_T535t|PHOSPHO;LUNG;NP_852034.1_T535tS550s,5,2,"PHOSPHO,TRNSCRPT",3,"HEART,LUNG,SKM-GN"
Slc4a1,3,TRNSCRPT;SKM-GN;ENSRNOG00000020951|TRNSCRPT;HEART;ENSRNOG00000020951|TRNSCRPT;LUNG;ENSRNOG00000020951,1,1,TRNSCRPT,3,"HEART,LUNG,SKM-GN"
Mrpl16,3,TRNSCRPT;WAT-SC;ENSRNOG00000021005|PROT;SKM-GN;NP_001009647.1|PROT;LIVER;NP_001009647.1,2,2,"PROT,TRNSCRPT",3,"LIVER,SKM-GN,WAT-SC"
Sf1,3,TRNSCRPT;SKM-GN;ENSRNOG00000021085|ATAC;KIDNEY;chr1:221735140-221736672|ATAC;LUNG;chr1:221735140-221736672,2,2,"ATAC,TRNSCRPT",3,"KIDNEY,LUNG,SKM-GN"
Prdx5,3,TRNSCRPT;LUNG;ENSRNOG00000021125|PROT;SKM-GN;NP_446062.1|PROT;HEART;NP_446062.1,2,2,"PROT,TRNSCRPT",3,"HEART,LUNG,SKM-GN"
Hist1h2bq,3,TRNSCRPT;LUNG;ENSRNOG00000021198|TRNSCRPT;WAT-SC;ENSRNOG00000021198|PROT;LIVER;NP_001100822.1,2,2,"PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Fdft1,3,TRNSCRPT;HEART;ENSRNOG00000021314|TRNSCRPT;KIDNEY;ENSRNOG00000021314|TRNSCRPT;LIVER;ENSRNOG00000021314,1,1,TRNSCRPT,3,"HEART,KIDNEY,LIVER"
Clip2,5,TRNSCRPT;LUNG;ENSRNOG00000021611|PHOSPHO;SKM-GN;NP_068837.2_S353s|PHOSPHO;LUNG;NP_068837.2_S353s|PHOSPHO;LUNG;XP_006249198.1_S353s|METHYL;WAT-SC;chr12-50368_cluster1,4,3,"METHYL,PHOSPHO,TRNSCRPT",3,"LUNG,SKM-GN,WAT-SC"
Hspb8,6,TRNSCRPT;SKM-GN;ENSRNOG00000022392|TRNSCRPT;LIVER;ENSRNOG00000022392|PROT;SKM-GN;NP_446064.1|PROT;HEART;NP_446064.1|PROT;LIVER;NP_446064.1|PHOSPHO;SKM-GN;NP_446064.1_S57s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Dgka,3,TRNSCRPT;KIDNEY;ENSRNOG00000022943|TRNSCRPT;WAT-SC;ENSRNOG00000022943|PROT;LUNG;NP_542965.1,2,2,"PROT,TRNSCRPT",3,"KIDNEY,LUNG,WAT-SC"
LOC679739,5,TRNSCRPT;SKM-GN;ENSRNOG00000023387|TRNSCRPT;SKM-GN;ENSRNOG00000049394|PROT;SKM-GN;XP_001053017.1|PROT;WAT-SC;XP_001053017.1|PROT;LIVER;XP_002725505.1,4,2,"PROT,TRNSCRPT",3,"LIVER,SKM-GN,WAT-SC"
Aldh5a1,4,TRNSCRPT;SKM-GN;ENSRNOG00000023538|TRNSCRPT;WAT-SC;ENSRNOG00000023538|PROT;SKM-GN;NP_074042.1|PROT;HEART;NP_074042.1,2,2,"PROT,TRNSCRPT",3,"HEART,SKM-GN,WAT-SC"
Phkb,5,TRNSCRPT;SKM-GN;ENSRNOG00000024101|PHOSPHO;SKM-GN;NP_001014174.1_S27s|PHOSPHO;LIVER;NP_001014174.1_S723s|PROT;SKM-GN;XP_006255332.1|PROT;HEART;XP_006255332.1,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
C6,3,TRNSCRPT;HEART;ENSRNOG00000024115|TRNSCRPT;LUNG;ENSRNOG00000024115|PROT;WAT-SC;XP_008758972.1,2,2,"PROT,TRNSCRPT",3,"HEART,LUNG,WAT-SC"
Shroom2,4,TRNSCRPT;HEART;ENSRNOG00000024322|TRNSCRPT;LUNG;ENSRNOG00000024322|PHOSPHO;LUNG;NP_001041358.2_T224t|PHOSPHO;LIVER;XP_006256879.1_T914t,3,2,"PHOSPHO,TRNSCRPT",3,"HEART,LIVER,LUNG"
C12H7orf61,3,TRNSCRPT;SKM-GN;ENSRNOG00000024616|TRNSCRPT;HEART;ENSRNOG00000024616|TRNSCRPT;WAT-SC;ENSRNOG00000046006,2,1,TRNSCRPT,3,"HEART,SKM-GN,WAT-SC"
Cd93,4,TRNSCRPT;SKM-GN;ENSRNOG00000024799|TRNSCRPT;HEART;ENSRNOG00000024799|TRNSCRPT;WAT-SC;ENSRNOG00000024799|PROT;HEART;NP_445835.1,2,2,"PROT,TRNSCRPT",3,"HEART,SKM-GN,WAT-SC"
Fgg,3,TRNSCRPT;LUNG;ENSRNOG00000025074|PROT;HEART;XP_006232587.1|ATAC;LIVER;chr2:181994664-181995231,3,3,"ATAC,PROT,TRNSCRPT",3,"HEART,LIVER,LUNG"
Pdha1,6,TRNSCRPT;HEART;ENSRNOG00000025383|PROT;SKM-GN;NP_001004072.2|PROT;HEART;NP_001004072.2|PROT;LIVER;NP_001004072.2|PHOSPHO;HEART;NP_001004072.2_Y227y|PHOSPHO;HEART;NP_001004072.2_Y242y,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Iqgap2,3,TRNSCRPT;WAT-SC;ENSRNOG00000025406|PROT;KIDNEY;XP_002729048.2|PHOSPHO;LIVER;XP_002729048.2_S554s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"KIDNEY,LIVER,WAT-SC"
Arhgap20,4,TRNSCRPT;HEART;ENSRNOG00000025624|PHOSPHO;SKM-GN;NP_998794.1_S297s|PHOSPHO;SKM-GN;NP_998794.1_S633s|PHOSPHO;LUNG;NP_998794.1_S745s,4,2,"PHOSPHO,TRNSCRPT",3,"HEART,LUNG,SKM-GN"
Zmiz2,3,TRNSCRPT;HEART;ENSRNOG00000025923|TRNSCRPT;KIDNEY;ENSRNOG00000025923|TRNSCRPT;WAT-SC;ENSRNOG00000025923,1,1,TRNSCRPT,3,"HEART,KIDNEY,WAT-SC"
Jun,8,TRNSCRPT;SKM-GN;ENSRNOG00000026293|ATAC;LIVER;chr5:114010414-114010636|ATAC;SKM-GN;chr5:114010667-114011126|ATAC;LIVER;chr5:114010667-114011126|ATAC;LIVER;chr5:114011355-114011614|ATAC;SKM-GN;chr5:114013062-114014681|ATAC;LUNG;chr5:114013062-114014681|ATAC;LIVER;chr5:114013062-114014681,5,2,"ATAC,TRNSCRPT",3,"LIVER,LUNG,SKM-GN"
Chordc1,3,TRNSCRPT;SKM-GN;ENSRNOG00000026643|PROT;HEART;NP_001101598.1|ATAC;LIVER;chr8:17421317-17421635,3,3,"ATAC,PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Tril,3,TRNSCRPT;HEART;ENSRNOG00000026941|TRNSCRPT;WAT-SC;ENSRNOG00000026941|ATAC;LIVER;chr4:83969974-83973335,2,2,"ATAC,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Rgs16,5,TRNSCRPT;SKM-GN;ENSRNOG00000027024|TRNSCRPT;WAT-SC;ENSRNOG00000027024|ATAC;LIVER;chr13:71184461-71185052|ATAC;LIVER;chr13:71185153-71185460|ATAC;LIVER;chr13:71185743-71185977,4,2,"ATAC,TRNSCRPT",3,"LIVER,SKM-GN,WAT-SC"
Birc6,3,TRNSCRPT;KIDNEY;ENSRNOG00000027191|PHOSPHO;LIVER;NP_001164067.1_T4307t|PHOSPHO;LUNG;NP_001164067.1_T456t,3,2,"PHOSPHO,TRNSCRPT",3,"KIDNEY,LIVER,LUNG"
Aph1b,3,TRNSCRPT;WAT-SC;ENSRNOG00000027295|ATAC;SKM-GN;chr8:72493665-72494779|ATAC;LIVER;chr8:72493665-72494779,2,2,"ATAC,TRNSCRPT",3,"LIVER,SKM-GN,WAT-SC"
Fitm2,4,TRNSCRPT;SKM-GN;ENSRNOG00000027434|TRNSCRPT;HEART;ENSRNOG00000027434|PROT;HEART;NP_001101269.1|PROT;WAT-SC;NP_001101269.1,2,2,"PROT,TRNSCRPT",3,"HEART,SKM-GN,WAT-SC"
Tsku,6,TRNSCRPT;KIDNEY;ENSRNOG00000027784|TRNSCRPT;WAT-SC;ENSRNOG00000027784|ATAC;LIVER;chr1:163315654-163316182|ATAC;LIVER;chr1:163316198-163316869|ATAC;LIVER;chr1:163320913-163321665|ATAC;LIVER;chr1:163321970-163322253,5,2,"ATAC,TRNSCRPT",3,"KIDNEY,LIVER,WAT-SC"
Mki67,5,TRNSCRPT;LUNG;ENSRNOG00000028137|TRNSCRPT;LIVER;ENSRNOG00000028137|TRNSCRPT;WAT-SC;ENSRNOG00000028137|PROT;LIVER;NP_001258295.1|PHOSPHO;LIVER;XP_006230515.1_S3035s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Mt-nd6,3,TRNSCRPT;SKM-GN;ENSRNOG00000029042|TRNSCRPT;KIDNEY;ENSRNOG00000029042|TRNSCRPT;LIVER;ENSRNOG00000029042,1,1,TRNSCRPT,3,"KIDNEY,LIVER,SKM-GN"
Uba7,3,TRNSCRPT;KIDNEY;ENSRNOG00000029195|TRNSCRPT;LUNG;ENSRNOG00000029195|TRNSCRPT;WAT-SC;ENSRNOG00000029195,1,1,TRNSCRPT,3,"KIDNEY,LUNG,WAT-SC"
Tapbp,3,TRNSCRPT;HEART;ENSRNOG00000029500|TRNSCRPT;LUNG;ENSRNOG00000029500|TRNSCRPT;WAT-SC;ENSRNOG00000029500,1,1,TRNSCRPT,3,"HEART,LUNG,WAT-SC"
Coq10a,4,TRNSCRPT;HEART;ENSRNOG00000029571|PROT;HEART;NP_001102197.1|PROT;KIDNEY;NP_001102197.1|PROT;LIVER;NP_001102197.1,2,2,"PROT,TRNSCRPT",3,"HEART,KIDNEY,LIVER"
Rnf213,3,TRNSCRPT;HEART;ENSRNOG00000029658|TRNSCRPT;KIDNEY;ENSRNOG00000029658|TRNSCRPT;LUNG;ENSRNOG00000029658,1,1,TRNSCRPT,3,"HEART,KIDNEY,LUNG"
Gstm1,3,TRNSCRPT;WAT-SC;ENSRNOG00000029726|PROT;SKM-GN;NP_058710.1|PROT;KIDNEY;NP_058710.1,2,2,"PROT,TRNSCRPT",3,"KIDNEY,SKM-GN,WAT-SC"
Golga4,5,TRNSCRPT;SKM-GN;ENSRNOG00000029910|TRNSCRPT;HEART;ENSRNOG00000029910|PHOSPHO;SKM-GN;XP_006244188.1_S126s|PROT;LIVER;XP_006244195.1|PHOSPHO;HEART;XP_017451346.1_S93s,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Mt-nd5,3,TRNSCRPT;SKM-GN;ENSRNOG00000029971|TRNSCRPT;HEART;ENSRNOG00000029971|TRNSCRPT;LIVER;ENSRNOG00000029971,1,1,TRNSCRPT,3,"HEART,LIVER,SKM-GN"
Atp1a1,4,TRNSCRPT;SKM-GN;ENSRNOG00000030019|TRNSCRPT;HEART;ENSRNOG00000030019|TRNSCRPT;LIVER;ENSRNOG00000030019|PHOSPHO;LIVER;NP_036636.1_S179s,2,2,"PHOSPHO,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Gzmm,3,TRNSCRPT;WAT-SC;ENSRNOG00000030530|PROT;LUNG;NP_476531.1|PROT;LIVER;NP_476531.1,2,2,"PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
RT1-A2,3,TRNSCRPT;KIDNEY;ENSRNOG00000030712|TRNSCRPT;LUNG;ENSRNOG00000030712|TRNSCRPT;WAT-SC;ENSRNOG00000030712,1,1,TRNSCRPT,3,"KIDNEY,LUNG,WAT-SC"
Mt-cyb,3,TRNSCRPT;SKM-GN;ENSRNOG00000031766|TRNSCRPT;HEART;ENSRNOG00000031766|TRNSCRPT;KIDNEY;ENSRNOG00000031766,1,1,TRNSCRPT,3,"HEART,KIDNEY,SKM-GN"
Uqcrb,3,TRNSCRPT;SKM-GN;ENSRNOG00000032204|TRNSCRPT;HEART;ENSRNOG00000032204|PROT;LIVER;NP_001121025.1,2,2,"PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Tbcel,4,TRNSCRPT;WAT-SC;ENSRNOG00000032364|PROT;LIVER;NP_001014111.1|PHOSPHO;LIVER;NP_001014111.1_S342s|PROT;LUNG;XP_006242921.1,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Pilra,3,TRNSCRPT;LUNG;ENSRNOG00000033017|TRNSCRPT;LIVER;ENSRNOG00000033017|TRNSCRPT;WAT-SC;ENSRNOG00000033017,1,1,TRNSCRPT,3,"LIVER,LUNG,WAT-SC"
Entpd5,3,TRNSCRPT;LIVER;ENSRNOG00000033206|PROT;WAT-SC;NP_955426.1|PROT;HEART;XP_017449640.1,3,2,"PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Reep6,4,TRNSCRPT;SKM-GN;ENSRNOG00000033262|TRNSCRPT;LIVER;ENSRNOG00000033262|TRNSCRPT;WAT-SC;ENSRNOG00000033262|PROT;LIVER;NP_001013236.1,2,2,"PROT,TRNSCRPT",3,"LIVER,SKM-GN,WAT-SC"
Cd276,3,TRNSCRPT;LUNG;ENSRNOG00000033608|TRNSCRPT;LIVER;ENSRNOG00000033608|TRNSCRPT;WAT-SC;ENSRNOG00000033608,1,1,TRNSCRPT,3,"LIVER,LUNG,WAT-SC"
Cyp2b1,4,TRNSCRPT;LUNG;ENSRNOG00000033680|TRNSCRPT;WAT-SC;ENSRNOG00000033680|PROT;WAT-SC;NP_001128316.1|PHOSPHO;HEART;NP_001128316.1_S54s,3,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LUNG,WAT-SC"
Gpd2,3,TRNSCRPT;WAT-SC;ENSRNOG00000033824|PROT;HEART;NP_036868.1|PROT;LIVER;NP_036868.1,2,2,"PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Gpt,3,TRNSCRPT;HEART;ENSRNOG00000033915|TRNSCRPT;LUNG;ENSRNOG00000033915|PROT;LIVER;NP_112301.1,2,2,"PROT,TRNSCRPT",3,"HEART,LIVER,LUNG"
Acaca,5,TRNSCRPT;LUNG;ENSRNOG00000034013|TRNSCRPT;WAT-SC;ENSRNOG00000034013|PROT;WAT-SC;NP_071529.1|PHOSPHO;LIVER;NP_071529.1_S25sS29s|PHOSPHO;WAT-SC;NP_071529.1_S29s,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Gk,4,TRNSCRPT;KIDNEY;ENSRNOG00000034116|TRNSCRPT;LIVER;ENSRNOG00000034116|PROT;SKM-GN;NP_077357.2|PROT;KIDNEY;NP_077357.2,2,2,"PROT,TRNSCRPT",3,"KIDNEY,LIVER,SKM-GN"
Fmo1,4,TRNSCRPT;HEART;ENSRNOG00000034191|TRNSCRPT;WAT-SC;ENSRNOG00000034191|PROT;WAT-SC;NP_036924.1|PROT;LIVER;XP_006250207.1,3,2,"PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Actb,3,TRNSCRPT;HEART;ENSRNOG00000034254|TRNSCRPT;LUNG;ENSRNOG00000034254|ATAC;SKM-GN;chr12:13720740-13721229,2,2,"ATAC,TRNSCRPT",3,"HEART,LUNG,SKM-GN"
Abcc9,3,TRNSCRPT;HEART;ENSRNOG00000036960|TRNSCRPT;WAT-SC;ENSRNOG00000036960|PHOSPHO;SKM-GN;NP_037172.2_T622t,2,2,"PHOSPHO,TRNSCRPT",3,"HEART,SKM-GN,WAT-SC"
Mt1,4,TRNSCRPT;HEART;ENSRNOG00000038047|TRNSCRPT;WAT-SC;ENSRNOG00000038047|PROT;KIDNEY;NP_620181.1|PROT;WAT-SC;NP_620181.1,2,2,"PROT,TRNSCRPT",3,"HEART,KIDNEY,WAT-SC"
Aass,3,TRNSCRPT;WAT-SC;ENSRNOG00000039494|PROT;KIDNEY;NP_001094433.1|PROT;LIVER;NP_001094433.1,2,2,"PROT,TRNSCRPT",3,"KIDNEY,LIVER,WAT-SC"
Pm20d1,4,TRNSCRPT;WAT-SC;ENSRNOG00000039745|PROT;HEART;NP_001102538.1|PROT;LIVER;NP_001102538.1|PROT;WAT-SC;NP_001102538.1,2,2,"PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Slc25a5,5,TRNSCRPT;HEART;ENSRNOG00000039980|PROT;LIVER;NP_476443.1|PROT;WAT-SC;NP_476443.1|PHOSPHO;LIVER;NP_476443.1_T46t|PHOSPHO;LIVER;NP_476443.1_Y191y,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Tmsb10,3,TRNSCRPT;KIDNEY;ENSRNOG00000042499|TRNSCRPT;LUNG;ENSRNOG00000042499|TRNSCRPT;WAT-SC;ENSRNOG00000042499,1,1,TRNSCRPT,3,"KIDNEY,LUNG,WAT-SC"
LOC100364435,3,TRNSCRPT;KIDNEY;ENSRNOG00000042499|TRNSCRPT;LUNG;ENSRNOG00000042499|TRNSCRPT;WAT-SC;ENSRNOG00000042499,1,1,TRNSCRPT,3,"KIDNEY,LUNG,WAT-SC"
Peak1,4,TRNSCRPT;WAT-SC;ENSRNOG00000042519|PHOSPHO;LUNG;NP_001101619.1_S1237s|PHOSPHO;LIVER;NP_001101619.1_S755s|PHOSPHO;LUNG;NP_001101619.1_S816s,4,2,"PHOSPHO,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Junb,4,TRNSCRPT;HEART;ENSRNOG00000042838|METHYL;KIDNEY;chr19-52188_cluster2|METHYL;HEART;chr19-52193_cluster1|ATAC;LIVER;chr19:26092185-26092911,4,3,"ATAC,METHYL,TRNSCRPT",3,"HEART,KIDNEY,LIVER"
Jam2,3,TRNSCRPT;SKM-GN;ENSRNOG00000042848|TRNSCRPT;KIDNEY;ENSRNOG00000042848|TRNSCRPT;LUNG;ENSRNOG00000042848,1,1,TRNSCRPT,3,"KIDNEY,LUNG,SKM-GN"
Adam19,3,TRNSCRPT;SKM-GN;ENSRNOG00000042980|TRNSCRPT;LIVER;ENSRNOG00000042980|TRNSCRPT;WAT-SC;ENSRNOG00000042980,1,1,TRNSCRPT,3,"LIVER,SKM-GN,WAT-SC"
Arrdc3,4,TRNSCRPT;SKM-GN;ENSRNOG00000045649|TRNSCRPT;LUNG;ENSRNOG00000045649|ATAC;LIVER;chr2:8735384-8735839|ATAC;LIVER;chr2:8745917-8747213,3,2,"ATAC,TRNSCRPT",3,"LIVER,LUNG,SKM-GN"
Thbs1,3,TRNSCRPT;WAT-SC;ENSRNOG00000045829|PROT;HEART;NP_001013080.1|PROT;LIVER;NP_001013080.1,2,2,"PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Lmod2,4,TRNSCRPT;HEART;ENSRNOG00000045831|TRNSCRPT;LUNG;ENSRNOG00000045831|TRNSCRPT;HEART;ENSRNOG00000049639|PHOSPHO;SKM-GN;NP_001094434.1_S192s,3,2,"PHOSPHO,TRNSCRPT",3,"HEART,LUNG,SKM-GN"
Mlxipl,3,TRNSCRPT;SKM-GN;ENSRNOG00000046171|PHOSPHO;LIVER;NP_598236.1_S196s|ATAC;LUNG;chr12:24593551-24595386,3,3,"ATAC,PHOSPHO,TRNSCRPT",3,"LIVER,LUNG,SKM-GN"
LOC108348048,3,TRNSCRPT;HEART;ENSRNOG00000046414|TRNSCRPT;KIDNEY;ENSRNOG00000046414|TRNSCRPT;LUNG;ENSRNOG00000046414,1,1,TRNSCRPT,3,"HEART,KIDNEY,LUNG"
Apoo,3,TRNSCRPT;HEART;ENSRNOG00000046918|PROT;LIVER;NP_001186107.1|PROT;WAT-SC;NP_001186107.1,2,2,"PROT,TRNSCRPT",3,"HEART,LIVER,WAT-SC"
Tk1,3,TRNSCRPT;LUNG;ENSRNOG00000047314|TRNSCRPT;WAT-SC;ENSRNOG00000047314|PHOSPHO;LIVER;NP_434687.1_S13s,2,2,"PHOSPHO,TRNSCRPT",3,"LIVER,LUNG,WAT-SC"
Krt18,4,TRNSCRPT;KIDNEY;ENSRNOG00000047393|TRNSCRPT;WAT-SC;ENSRNOG00000047393|PHOSPHO;LIVER;NP_446428.1_S60s|PHOSPHO;LIVER;NP_446428.1_S85s,3,2,"PHOSPHO,TRNSCRPT",3,"KIDNEY,LIVER,WAT-SC"
Ptprk,4,TRNSCRPT;LUNG;ENSRNOG00000047605|ATAC;LIVER;chr1:17998765-17999582|ATAC;KIDNEY;chr1:18057443-18058676|ATAC;LIVER;chr1:18057443-18058676,3,2,"ATAC,TRNSCRPT",3,"KIDNEY,LIVER,LUNG"
Lamb2,3,TRNSCRPT;HEART;ENSRNOG00000047768|TRNSCRPT;LUNG;ENSRNOG00000047768|TRNSCRPT;WAT-SC;ENSRNOG00000047768,1,1,TRNSCRPT,3,"HEART,LUNG,WAT-SC"
Plin5,6,TRNSCRPT;HEART;ENSRNOG00000047860|PROT;SKM-GN;NP_001128109.1|PHOSPHO;LIVER;NP_001128109.1_S155s|PHOSPHO;LIVER;NP_001128109.1_S163s|PHOSPHO;LIVER;NP_001128109.1_S173s|PHOSPHO;LIVER;NP_001128109.1_S175s,6,3,"PHOSPHO,PROT,TRNSCRPT",3,"HEART,LIVER,SKM-GN"
Tmsb4x,3,TRNSCRPT;LUNG;ENSRNOG00000047931|TRNSCRPT;WAT-SC;ENSRNOG00000047931|PHOSPHO;HEART;NP_112398.1_S31s,2,2,"PHOSPHO,TRNSCRPT",3,"HEART,LUNG,WAT-SC"
Ndufa11,3,TRNSCRPT;HEART;ENSRNOG00000048320|TRNSCRPT;KIDNEY;ENSRNOG00000048320|TRNSCRPT;WAT-SC;ENSRNOG00000048320,1,1,TRNSCRPT,3,"HEART,KIDNEY,WAT-SC"
Igh-6,3,TRNSCRPT;LUNG;ENSRNOG00000048402|TRNSCRPT;LIVER;ENSRNOG00000048402|TRNSCRPT;WAT-SC;ENSRNOG00000048402,1,1,TRNSCRPT,3,"LIVER,LUNG,WAT-SC"
Hprt1,4,TRNSCRPT;WAT-SC;ENSRNOG00000048561|PROT;SKM-GN;NP_036715.1|PHOSPHO;LIVER;NP_036715.1_S104s|PHOSPHO;LIVER;NP_036715.1_T139t,4,3,"PHOSPHO,PROT,TRNSCRPT",3,"LIVER,SKM-GN,WAT-SC"
Nbl1,4,TRNSCRPT;SKM-GN;ENSRNOG00000049402|TRNSCRPT;LUNG;ENSRNOG00000049402|TRNSCRPT;WAT-SC;ENSRNOG00000049402|PROT;WAT-SC;XP_008762506.1,2,2,"PROT,TRNSCRPT",3,"LUNG,SKM-GN,WAT-SC"
AABR07060872.1,3,TRNSCRPT;KIDNEY;ENSRNOG00000049829|TRNSCRPT;LUNG;ENSRNOG00000049829|TRNSCRPT;WAT-SC;ENSRNOG00000049829,1,1,TRNSCRPT,3,"KIDNEY,LUNG,WAT-SC"
Tmem200c,3,TRNSCRPT;WAT-SC;ENSRNOG00000049880|ATAC;KIDNEY;chr9:117048304-117049528|ATAC;LIVER;chr9:117048304-117049528,2,2,"ATAC,TRNSCRPT",3,"KIDNEY,LIVER,WAT-SC"
